policy,requester_id,context,difficulty,accepted,status,challenge_rtt_ms,result_rtt_ms,solve_ms,verify_ms,hashes,total_exchange_ms
idba,honest-0,default,20,1,accepted,3.192174,1.077082,1962.011057,0.017176,1670188,1967.129641
idba,honest-0,default,20,1,accepted,3.304321,1.026135,1269.721226,0.016852,1070098,1274.848843
idba,honest-0,default,20,1,accepted,3.275906,1.094208,251.434670,0.016068,191894,256.627050
idba,honest-0,default,20,1,accepted,3.268242,1.099580,260.759702,0.016054,197829,265.866840
idba,honest-0,default,20,1,accepted,3.178780,1.024697,1499.436652,0.016095,1270994,1504.593966
idba,honest-0,default,20,1,accepted,3.104425,1.018542,934.206614,0.016129,779923,939.171043
idba,honest-0,default,20,1,accepted,3.253503,1.091817,192.390641,0.015965,140683,197.575128
idba,honest-0,default,20,1,accepted,3.190984,1.083172,1368.078075,0.018306,1156175,1373.193629
idba,honest-0,default,20,1,accepted,3.059468,1.079175,406.060575,0.016832,328941,411.003094
idba,honest-0,default,20,1,accepted,3.289084,1.105086,3692.851039,0.016155,3149002,3698.097527
idba,honest-0,default,20,1,accepted,2.851068,0.930499,674.596409,0.017279,553217,679.223636
idba,honest-0,default,20,1,accepted,2.959671,1.066280,3518.074707,0.020285,2971643,3523.024939
idba,honest-0,default,20,1,accepted,2.585737,1.027200,153.418022,0.017072,109418,157.889128
idba,honest-0,default,20,1,accepted,2.973245,1.056409,136.539436,0.025892,91751,141.390297
idba,honest-0,default,20,1,accepted,3.275976,1.060719,2062.559418,0.016935,1737546,2067.771498
idba,honest-0,default,20,1,accepted,2.845942,1.065785,1044.924911,0.016925,869202,1049.574203
idba,honest-0,default,20,1,accepted,3.022018,1.042236,1279.082262,0.017384,1067400,1283.941170
idba,honest-0,default,20,1,accepted,3.280835,0.994845,85.539870,0.016604,45464,90.595231
idba,honest-0,default,20,1,accepted,3.273753,0.972279,4804.251949,0.020007,4078051,4809.314267
idba,honest-0,default,20,1,accepted,2.971601,1.069928,46.545748,0.016721,18104,51.457152
idba,honest-0,default,20,1,accepted,3.302413,1.008486,68.704032,0.016560,34518,73.981512
idba,honest-0,default,20,1,accepted,2.965167,1.124357,1380.282186,0.017300,1153547,1385.151359
idba,honest-0,default,20,1,accepted,3.297527,1.055414,212.928280,0.016251,158513,218.213698
idba,honest-0,default,20,1,accepted,3.192135,1.031761,1165.487225,0.016817,969701,1170.499752
idba,honest-0,default,20,1,accepted,3.093854,1.031164,932.277828,0.017028,774505,937.200005
