policy,requester_id,context,difficulty,accepted,status,challenge_rtt_ms,result_rtt_ms,solve_ms,verify_ms,hashes,total_exchange_ms
idba,sybil-0,committee,21,1,accepted,2.852483,2.045353,1576.450170,0.017299,3010588,1583.294742
idba,sybil-0,hotspot,21,1,accepted,2.643379,1.887340,1368.645419,0.017272,2605983,1375.342618
idba,sybil-0,reward,21,1,accepted,2.715560,2.041466,454.144635,0.017528,883003,460.831575
idba,sybil-0,reward,21,1,accepted,2.729032,2.296917,2281.525634,0.017276,4320242,2288.654205
idba,sybil-0,hotspot,21,1,accepted,2.748588,2.219231,238.165465,0.017487,467169,245.357122
idba,sybil-0,reward,21,1,accepted,2.760807,1.932414,438.993107,0.017217,859108,445.859070
idba,sybil-0,default,20,1,accepted,2.551527,2.092725,1025.308953,0.016238,1966071,1032.225714
idba,sybil-0,hotspot,21,1,accepted,2.589335,1.944808,302.327356,0.017268,592130,309.052083
idba,sybil-0,committee,21,1,accepted,2.816060,2.539535,41.414109,0.018635,81329,48.802281
idba,sybil-0,committee,21,1,accepted,2.882236,2.441585,1445.408057,0.018823,2769888,1452.805056
idba,sybil-0,hotspot,21,1,accepted,2.977951,1.992932,1501.938477,0.018065,2859086,1509.018358
idba,sybil-0,default,20,1,accepted,2.289697,2.588960,116.440174,0.016056,229537,123.279019
idba,sybil-0,hotspot,21,1,accepted,2.730043,2.348690,475.643848,0.017248,938080,482.975524
idba,sybil-0,reward,21,1,accepted,2.761915,2.369502,706.936344,0.017297,1384219,714.147918
idba,sybil-0,committee,21,1,accepted,2.636438,2.283648,70.354414,0.017215,138836,77.209173
idba,sybil-0,hotspot,21,1,accepted,2.789748,1.925594,460.780350,0.017959,913376,467.699035
idba,sybil-0,hotspot,21,1,accepted,2.778744,2.451960,1980.314496,0.018188,3812140,1987.681807
idba,sybil-0,reward,21,1,accepted,2.587298,2.226313,918.059163,0.013690,1772828,925.174951
idba,sybil-0,hotspot,21,1,accepted,2.768787,2.015689,806.558816,0.017724,1572259,813.545683
idba,sybil-0,reward,21,1,accepted,2.804443,2.582807,495.790928,0.017487,976410,503.394180
idba,sybil-0,default,20,1,accepted,2.813671,2.147120,565.843469,0.016424,1114720,572.833098
idba,sybil-0,reward,21,1,accepted,2.668680,1.978636,4024.541124,0.018809,7674539,4031.305842
idba,sybil-0,hotspot,21,1,accepted,2.902355,2.507398,435.158489,0.018357,858097,442.760743
idba,sybil-0,default,20,1,accepted,2.794473,1.942709,314.783907,0.016265,623822,321.606152
idba,sybil-0,committee,21,1,accepted,2.806881,2.552235,454.323609,0.017883,896070,461.740256
keychallenge,sybil-0,committee,18,1,accepted,2.181668,1.862332,23.045688,0.018356,47384,28.929536
keychallenge,sybil-0,default,18,1,accepted,2.265074,2.522688,20.917069,0.017270,42783,27.857843
keychallenge,sybil-0,reward,18,1,accepted,2.444120,2.395798,30.011519,0.017078,62139,36.888808
keychallenge,sybil-0,default,18,1,accepted,2.247531,2.497931,434.638998,0.017080,918917,441.553576
keychallenge,sybil-0,hotspot,18,1,accepted,2.282438,2.172366,577.532657,0.017122,1215468,584.007913
keychallenge,sybil-0,hotspot,18,1,accepted,2.329221,2.427121,34.303997,0.017398,70672,40.966539
keychallenge,sybil-0,hotspot,18,1,accepted,2.105691,1.877473,25.200495,0.017016,51608,31.066765
keychallenge,sybil-0,hotspot,18,1,accepted,2.144784,2.484993,66.899292,0.017380,138368,73.703829
keychallenge,sybil-0,committee,18,1,accepted,2.344410,2.432430,18.462286,0.018007,37877,25.222183
keychallenge,sybil-0,default,18,1,accepted,2.288186,2.439953,32.105053,0.016879,66464,38.788423
keychallenge,sybil-0,hotspot,18,1,accepted,2.284289,1.963667,57.854439,0.016950,120763,64.292128
keychallenge,sybil-0,default,18,1,accepted,2.339465,2.457935,92.936900,0.016930,196150,99.575618
keychallenge,sybil-0,hotspot,18,1,accepted,2.227202,2.455003,82.256068,0.017037,172592,89.116922
keychallenge,sybil-0,hotspot,18,1,accepted,2.683490,2.516550,65.523471,0.017192,137511,72.567786
keychallenge,sybil-0,default,18,1,accepted,2.122501,2.439744,26.191974,0.016913,54444,32.730731
keychallenge,sybil-0,hotspot,18,1,accepted,2.277761,2.336348,296.102454,0.018439,626870,302.593101
keychallenge,sybil-0,reward,18,1,accepted,2.199570,2.463713,223.234654,0.016953,473408,229.758092
keychallenge,sybil-0,committee,18,1,accepted,2.247032,2.477127,100.489956,0.017074,213279,107.316189
keychallenge,sybil-0,default,18,1,accepted,2.196029,2.313031,52.536854,0.017114,109141,58.907787
keychallenge,sybil-0,reward,18,1,accepted,2.082829,2.395828,23.686944,0.016860,49250,30.247335
keychallenge,sybil-0,default,18,1,accepted,2.055806,2.192009,230.002880,0.017799,487899,236.285990
keychallenge,sybil-0,default,18,1,accepted,2.086883,2.558885,384.101686,0.016928,818858,390.780718
keychallenge,sybil-0,default,18,1,accepted,2.466366,2.503169,46.132663,0.036593,96066,53.049649
keychallenge,sybil-0,default,18,1,accepted,2.400146,2.103535,555.813366,0.017041,1171690,562.319847
keychallenge,sybil-0,hotspot,18,1,accepted,2.027236,1.994087,57.532824,0.017172,111764,63.456740
keychallenge,sybil-0,committee,18,1,accepted,2.148309,1.990231,138.611765,0.017186,286445,144.582223
keychallenge,sybil-0,hotspot,18,1,accepted,2.328759,2.572902,227.832386,0.017043,483408,234.469908
keychallenge,sybil-0,default,18,1,accepted,2.328089,2.055758,115.774582,0.017123,220669,121.914126
keychallenge,sybil-0,committee,18,1,accepted,2.462413,2.005151,302.524823,0.016864,618768,308.877238
keychallenge,sybil-0,hotspot,18,1,accepted,2.345243,2.002423,428.071426,0.016996,871146,434.326746
keychallenge,sybil-0,hotspot,18,1,accepted,2.318625,2.014732,68.056861,0.017693,138767,74.224260
keychallenge,sybil-0,committee,18,1,accepted,2.384433,2.066372,71.982706,0.017182,147108,78.317356
keychallenge,sybil-0,reward,18,1,accepted,2.552007,2.034340,80.271613,0.016950,164035,87.013360
keychallenge,sybil-0,committee,18,1,accepted,2.230475,2.029630,469.957325,0.017037,982776,476.047633
keychallenge,sybil-0,committee,18,1,accepted,2.411388,2.005685,89.223041,0.016992,186209,95.515910
keychallenge,sybil-0,hotspot,18,1,accepted,2.386927,1.977623,122.429536,0.017059,260215,128.687178
keychallenge,sybil-0,reward,18,1,accepted,2.253341,1.994971,95.560709,0.017077,198977,102.109533
keychallenge,sybil-0,default,18,1,accepted,2.586828,2.031263,85.426253,0.016975,172388,91.997896
keychallenge,sybil-0,hotspot,18,1,accepted,2.762576,3.003647,166.170944,0.017278,338838,174.038803
keychallenge,sybil-0,default,18,1,accepted,2.620616,2.058338,751.555138,0.017085,1522626,758.343943
keychallenge,sybil-0,committee,18,1,accepted,2.664810,2.101541,115.224768,0.016947,227908,122.006262
keychallenge,sybil-0,reward,18,1,accepted,2.334893,2.333468,115.860774,0.017054,235363,122.657531
keychallenge,sybil-0,default,18,1,accepted,2.698138,2.452345,56.843868,0.017110,115567,64.086830
keychallenge,sybil-0,reward,18,1,accepted,2.845677,2.584513,125.401434,0.017099,256458,132.933298
keychallenge,sybil-0,hotspot,18,1,accepted,2.221943,1.946330,72.544006,0.017087,147768,78.515481
keychallenge,sybil-0,committee,18,1,accepted,2.712535,2.583040,46.816146,0.017136,95024,54.371094
keychallenge,sybil-0,reward,18,1,accepted,2.646950,2.499589,23.982880,0.017282,49851,31.253321
keychallenge,sybil-0,reward,18,1,accepted,2.317184,1.960328,255.638764,0.017011,512707,261.736572
keychallenge,sybil-0,hotspot,18,1,accepted,2.380536,1.870752,501.032694,0.016936,1000746,507.129848
keychallenge,sybil-0,hotspot,18,1,accepted,2.301775,1.915280,133.673920,0.017124,269251,139.768415
keychallenge,sybil-0,default,18,1,accepted,2.379777,1.924108,123.849076,0.017066,250791,130.046321
keychallenge,sybil-0,hotspot,18,1,accepted,2.340636,1.979958,272.444237,0.016859,566165,278.763144
keychallenge,sybil-0,committee,18,1,accepted,2.299202,1.894455,51.272436,0.016940,103079,57.327941
keychallenge,sybil-0,hotspot,18,1,accepted,2.331310,1.917594,42.219074,0.017065,87188,48.143657
keychallenge,sybil-0,hotspot,18,1,accepted,2.119187,1.897998,54.549781,0.017052,111091,60.276453
keychallenge,sybil-0,committee,18,1,accepted,2.351447,2.003567,65.282077,0.016977,131265,71.444068
keychallenge,sybil-0,reward,18,1,accepted,2.290043,1.927017,31.802972,0.016990,64094,37.708563
keychallenge,sybil-0,reward,18,1,accepted,2.273898,2.470246,99.071961,0.017089,204687,105.515189
keychallenge,sybil-0,default,18,1,accepted,2.279445,2.327469,38.119607,0.016948,75781,44.730583
keychallenge,sybil-0,hotspot,18,1,accepted,2.277396,2.564928,135.354832,0.016888,284182,142.205981
keychallenge,sybil-0,default,18,1,accepted,2.343153,1.803758,6.570423,0.017333,12226,12.337056
keychallenge,sybil-0,committee,18,1,accepted,2.705878,1.957195,186.809231,0.025851,363159,193.262727
keychallenge,sybil-0,hotspot,18,1,accepted,2.166939,1.810245,10.292470,0.017054,21338,16.065954
keychallenge,sybil-0,reward,18,1,accepted,2.221313,1.885970,43.942293,0.017010,90594,49.793978
keychallenge,sybil-0,hotspot,18,1,accepted,2.152413,2.040484,33.008950,0.016858,66774,39.105926
keychallenge,sybil-0,default,18,1,accepted,2.216075,1.857510,42.402105,0.017124,86526,48.122496
keychallenge,sybil-0,hotspot,18,1,accepted,2.196741,2.006484,264.835605,0.016927,546426,270.961543
keychallenge,sybil-0,default,18,1,accepted,2.527820,2.050954,126.697362,0.017294,255689,133.115038
keychallenge,sybil-0,reward,18,1,accepted,2.357387,2.014088,209.942748,0.017019,422573,216.370785
keychallenge,sybil-0,hotspot,18,1,accepted,2.862066,2.045402,76.840070,0.016909,153529,83.674065
keychallenge,sybil-0,committee,18,1,accepted,2.662178,2.055324,25.226915,0.017183,50983,31.949869
keychallenge,sybil-0,committee,18,1,accepted,2.252797,2.046487,8.237041,0.016931,16309,14.367497
keychallenge,sybil-0,committee,18,1,accepted,2.805282,2.564651,40.384916,0.017318,80678,47.938647
keychallenge,sybil-0,default,18,1,accepted,2.823124,2.204504,45.484315,0.017319,91712,52.563964
keychallenge,sybil-0,committee,18,1,accepted,2.424604,2.005863,22.079978,0.016951,44654,28.526877
keychallenge,sybil-0,committee,18,1,accepted,2.707748,2.523101,28.183124,0.016927,56963,35.629848
keychallenge,sybil-0,hotspot,18,1,accepted,2.604856,1.965809,769.142859,0.017222,1528275,775.863785
keychallenge,sybil-0,reward,18,1,accepted,2.635314,2.463829,5.663959,0.017057,11751,12.928830
keychallenge,sybil-0,reward,18,1,accepted,2.717579,2.562747,45.511467,0.017398,91598,52.890979
keychallenge,sybil-0,hotspot,18,1,accepted,2.579328,2.357194,32.862348,0.016984,66405,40.058587
keychallenge,sybil-0,reward,18,1,accepted,2.760148,2.428831,7.331134,0.017156,14317,14.709067
keychallenge,sybil-0,default,18,1,accepted,2.594553,1.995530,24.577788,0.016782,50483,31.251284
keychallenge,sybil-0,hotspot,18,1,accepted,2.657875,2.024773,64.710005,0.016921,130606,71.500459
keychallenge,sybil-0,committee,18,1,accepted,2.385924,2.444719,56.418674,0.016963,116742,63.063429
keychallenge,sybil-0,committee,18,1,accepted,2.331098,2.425164,23.129717,0.016853,48054,29.842180
keychallenge,sybil-0,hotspot,18,1,accepted,2.480105,2.377738,47.789159,0.017057,98277,54.381853
keychallenge,sybil-0,default,18,1,accepted,2.379249,2.428479,36.028082,0.017093,74370,42.779016
keychallenge,sybil-0,hotspot,18,1,accepted,2.092453,2.015778,406.108406,0.017124,843804,412.255530
keychallenge,sybil-0,reward,18,1,accepted,2.197785,2.094427,204.491908,0.016822,426985,210.559163
keychallenge,sybil-0,committee,18,1,accepted,2.285812,2.442621,33.197474,0.016829,67955,39.869824
keychallenge,sybil-0,hotspot,18,1,accepted,2.132384,1.924487,49.489435,0.017201,101740,55.563056
keychallenge,sybil-0,hotspot,18,1,accepted,2.173534,2.447788,50.009193,0.017218,103767,56.842958
keychallenge,sybil-0,reward,18,1,accepted,2.234041,2.015238,168.755256,0.017362,351981,175.266571
keychallenge,sybil-0,hotspot,18,1,accepted,2.274767,1.782439,6.869192,0.017083,13721,13.023446
keychallenge,sybil-0,reward,18,1,accepted,2.228126,1.955580,13.565029,0.017039,25971,19.484363
keychallenge,sybil-0,default,18,1,accepted,2.334317,2.018346,41.032109,0.016989,83768,47.190665
keychallenge,sybil-0,reward,18,1,accepted,2.400587,1.971506,258.652746,0.018754,536815,264.849215
keychallenge,sybil-0,hotspot,18,1,accepted,2.302435,2.367379,71.209902,0.017049,146019,77.664609
keychallenge,sybil-0,default,18,1,accepted,2.153389,2.457498,99.324187,0.017042,208000,105.864463
keychallenge,sybil-0,committee,18,1,accepted,2.371566,2.451641,63.238330,0.017054,131571,70.053669
keychallenge,sybil-0,committee,18,1,accepted,2.243708,2.046536,62.927930,0.017049,127249,69.084726
keychallenge,sybil-0,default,18,1,accepted,2.765664,2.553458,101.889432,0.017517,214410,109.505356
keychallenge,sybil-0,reward,18,1,accepted,2.726065,2.225190,46.103761,0.017126,95377,53.039818
keychallenge,sybil-0,default,18,1,accepted,2.591801,2.473581,113.032515,0.017145,237008,120.230281
keychallenge,sybil-0,hotspot,18,1,accepted,2.769993,2.553422,94.241197,0.017072,196367,101.661819
keychallenge,sybil-0,hotspot,18,1,accepted,2.606795,2.427576,120.289094,0.016974,250529,127.563758
keychallenge,sybil-0,hotspot,18,1,accepted,2.505769,2.440096,7.018180,0.017749,14653,14.042816
keychallenge,sybil-0,hotspot,18,1,accepted,2.409739,2.255282,125.238840,0.017070,262078,131.784384
keychallenge,sybil-0,committee,18,1,accepted,2.852852,2.202471,471.692287,0.017291,975233,479.107816
keychallenge,sybil-0,default,18,1,accepted,2.736055,2.401345,121.231840,0.017245,250951,128.320008
keychallenge,sybil-0,hotspot,18,1,accepted,2.616759,2.416598,70.838735,0.026619,147586,77.919748
keychallenge,sybil-0,default,18,1,accepted,2.508948,2.512953,139.384655,0.017060,289627,146.420384
keychallenge,sybil-0,hotspot,18,1,accepted,2.663539,2.068447,19.752320,0.017102,40855,26.724148
keychallenge,sybil-0,hotspot,18,1,accepted,2.199340,2.287754,72.539216,0.017003,151664,78.854135
keychallenge,sybil-0,default,18,1,accepted,2.768405,2.082886,318.465759,0.015271,657841,325.439209
keychallenge,sybil-0,hotspot,18,1,accepted,2.738075,2.638065,81.969087,0.017266,170055,89.504216
keychallenge,sybil-0,reward,18,1,accepted,2.819191,1.929005,2.992803,0.017325,6224,9.799577
keychallenge,sybil-0,committee,18,1,accepted,2.606888,1.951618,2.929584,0.016944,4340,9.540588
keychallenge,sybil-0,default,18,1,accepted,2.555581,2.585203,104.638963,0.017053,217743,111.905461
keychallenge,sybil-0,reward,18,1,accepted,2.555818,2.430025,98.184076,0.017096,209673,105.098344
keychallenge,sybil-0,default,18,1,accepted,2.217949,2.381680,25.089731,0.017184,51421,31.711680
keychallenge,sybil-0,default,18,1,accepted,2.271477,2.202608,265.766734,0.018903,568166,272.343488
keychallenge,sybil-0,default,18,1,accepted,2.367942,2.456623,47.510812,0.017043,98063,54.440814
keychallenge,sybil-0,default,18,1,accepted,2.125750,2.551467,83.039682,0.017143,172704,89.719168
keychallenge,sybil-0,hotspot,18,1,accepted,2.095004,2.151823,321.101322,0.016943,687188,327.445646
keychallenge,sybil-0,committee,18,1,accepted,2.498813,2.371603,136.800856,0.017047,292425,143.668140
keychallenge,sybil-0,hotspot,18,1,accepted,2.051354,2.495049,81.970139,0.017010,174286,88.395516
keychallenge,sybil-0,default,18,1,accepted,2.199247,1.831104,6.929858,0.017099,14567,12.950602
keychallenge,sybil-0,committee,18,1,accepted,2.325246,2.018273,32.819342,0.017546,68259,39.396358
keychallenge,sybil-0,hotspot,18,1,accepted,2.088628,2.425006,100.398145,0.016870,214496,107.008395
keychallenge,sybil-0,hotspot,18,1,accepted,2.123062,2.589250,131.184529,0.017091,277335,137.882598
keychallenge,sybil-0,committee,18,1,accepted,2.246789,2.481495,88.288911,0.017442,187984,94.982183
keychallenge,sybil-0,reward,18,1,accepted,2.143263,2.438544,39.797300,0.016971,83901,46.417567
keychallenge,sybil-0,committee,18,1,accepted,2.206441,2.450082,78.741571,0.016970,166551,85.401156
keychallenge,sybil-0,committee,18,1,accepted,2.011337,2.494387,281.824079,0.017082,601016,288.529101
keychallenge,sybil-0,hotspot,18,1,accepted,2.134975,2.571804,114.679299,0.017181,243116,121.315017
keychallenge,sybil-0,reward,18,1,accepted,2.171606,2.394588,191.877134,0.016964,410101,198.472961
keychallenge,sybil-0,default,18,1,accepted,2.417557,2.399210,31.816197,0.017021,65461,38.743212
keychallenge,sybil-0,hotspot,18,1,accepted,2.148295,2.422135,35.676782,0.017133,74979,42.294135
keychallenge,sybil-0,default,18,1,accepted,2.336489,2.455881,64.010760,0.016947,132664,70.700141
keychallenge,sybil-0,committee,18,1,accepted,2.352207,2.453783,41.087095,0.017149,83580,47.964100
keychallenge,sybil-0,reward,18,1,accepted,2.204754,2.451701,209.331991,0.017269,448760,216.190267
keychallenge,sybil-0,default,18,1,accepted,2.173653,1.787596,8.742641,0.017116,18161,14.624049
keychallenge,sybil-0,reward,18,1,accepted,2.356506,2.474074,104.724986,0.017082,222777,111.485015
keychallenge,sybil-0,hotspot,18,1,accepted,2.334818,2.497688,44.747249,0.017005,92770,51.517706
keychallenge,sybil-0,committee,18,1,accepted,2.090174,2.446030,58.712722,0.017079,121113,65.284006
keychallenge,sybil-0,reward,18,1,accepted,2.358894,2.444123,36.960412,0.017037,77453,43.598753
keychallenge,sybil-0,reward,18,1,accepted,2.393703,2.453338,50.826873,0.016999,106610,57.718212
keychallenge,sybil-0,hotspot,18,1,accepted,2.351547,2.420160,124.409634,0.017163,265369,131.166730
keychallenge,sybil-0,hotspot,18,1,accepted,2.308378,2.445578,23.536563,0.017039,48611,30.295537
keychallenge,sybil-0,default,18,1,accepted,2.145282,2.272707,165.025458,0.017023,350553,171.305279
keychallenge,sybil-0,hotspot,18,1,accepted,2.190043,2.475334,89.567814,0.017819,190537,96.270280
keychallenge,sybil-0,committee,18,1,accepted,2.269536,2.389281,64.739669,0.016944,134954,71.601515
keychallenge,sybil-0,hotspot,18,1,accepted,2.315932,2.172873,67.368087,0.020164,141889,73.706678
keychallenge,sybil-0,hotspot,18,1,accepted,2.206678,2.455976,172.369746,0.017434,369311,178.999715
keychallenge,sybil-0,committee,18,1,accepted,2.307197,2.469120,18.749048,0.017151,38678,25.595776
keychallenge,sybil-0,reward,18,1,accepted,2.280970,2.053107,224.067756,0.017615,455366,230.535042
keychallenge,sybil-0,reward,18,1,accepted,2.692803,2.596557,105.598827,0.016908,218130,113.119083
keychallenge,sybil-0,default,18,1,accepted,2.232803,2.040110,32.010508,0.017166,65295,38.711664
keychallenge,sybil-0,hotspot,18,1,accepted,2.781977,2.691963,112.807361,0.025734,232818,120.520334
keychallenge,sybil-0,default,18,1,accepted,2.731410,2.473256,30.858624,0.017289,63081,38.198918
keychallenge,sybil-0,committee,18,1,accepted,2.784770,2.509874,62.034768,0.017048,128477,69.451979
keychallenge,sybil-0,hotspot,18,1,accepted,2.662233,1.943930,64.338520,0.016939,132830,71.074794
keychallenge,sybil-0,reward,18,1,accepted,2.544797,2.062902,5.106946,0.016987,10641,11.857796
keychallenge,sybil-0,hotspot,18,1,accepted,2.703314,2.546661,17.318465,0.039285,35282,24.683548
keychallenge,sybil-0,default,18,1,accepted,2.637653,2.371248,134.585619,0.017091,277058,141.976955
keychallenge,sybil-0,hotspot,18,1,accepted,2.685009,2.512313,22.144290,0.016883,46293,29.759897
keychallenge,sybil-0,default,18,1,accepted,2.604613,1.985579,366.748885,0.017678,751938,373.557572
keychallenge,sybil-0,reward,18,1,accepted,2.753846,2.270871,210.165993,0.016836,429272,217.355572
keychallenge,sybil-0,hotspot,18,1,accepted,2.739314,2.527847,244.936946,0.017153,503709,252.311336
keychallenge,sybil-0,committee,18,1,accepted,2.219319,2.544286,51.621324,0.016878,105106,58.684254
keychallenge,sybil-0,committee,18,1,accepted,2.852544,2.550555,40.885187,0.016965,84271,48.384306
keychallenge,sybil-0,committee,18,1,accepted,2.760257,2.529850,42.129970,0.016990,87387,49.796161
keychallenge,sybil-0,default,18,1,accepted,2.692462,2.526640,33.728154,0.017132,69080,41.054738
keychallenge,sybil-0,committee,18,1,accepted,2.297528,2.212000,134.193729,0.016889,275931,140.622166
keychallenge,sybil-0,committee,18,1,accepted,2.603127,2.628018,100.112810,0.017068,206919,107.460747
keychallenge,sybil-0,hotspot,18,1,accepted,2.194487,2.311564,225.682162,0.017107,460866,232.232573
keychallenge,sybil-0,reward,18,1,accepted,2.776010,1.949420,272.320939,0.016995,563273,279.003223
keychallenge,sybil-0,reward,18,1,accepted,2.717935,2.363994,4.203821,0.016926,7601,11.445689
keychallenge,sybil-0,hotspot,18,1,accepted,2.178608,2.066394,98.588111,0.016890,200809,104.872177
keychallenge,sybil-0,reward,18,1,accepted,2.413156,2.169515,14.773003,0.017143,29151,21.365073
keychallenge,sybil-0,default,18,1,accepted,2.803162,2.023062,38.108073,0.017257,79129,45.119341
keychallenge,sybil-0,hotspot,18,1,accepted,2.763256,2.588575,259.764433,0.017094,533462,267.317621
keychallenge,sybil-0,committee,18,1,accepted,2.596967,1.985946,368.772217,0.017107,759944,375.606757
keychallenge,sybil-0,committee,18,1,accepted,2.944374,2.442030,192.608498,0.017111,392741,200.091565
keychallenge,sybil-0,hotspot,18,1,accepted,2.768932,2.569882,153.447596,0.016971,315014,160.849803
keychallenge,sybil-0,default,18,1,accepted,2.750256,2.209826,99.245224,0.016987,200799,106.314736
keychallenge,sybil-0,hotspot,18,1,accepted,2.653584,2.433155,114.237413,0.017251,230946,121.441048
keychallenge,sybil-0,reward,18,1,accepted,2.840625,2.533852,13.774455,0.016978,28829,21.256670
keychallenge,sybil-0,committee,18,1,accepted,2.683958,2.035046,402.869052,0.016938,824650,409.674745
keychallenge,sybil-0,hotspot,18,1,accepted,2.788375,2.563413,184.875880,0.017049,376633,192.344695
keychallenge,sybil-0,hotspot,18,1,accepted,2.725006,2.684553,199.561118,0.025525,406938,207.183211
keychallenge,sybil-0,reward,18,1,accepted,2.762942,1.981517,51.881877,0.017093,105009,58.951869
keychallenge,sybil-0,hotspot,18,1,accepted,2.555080,2.550001,49.941778,0.016962,102356,57.248559
keychallenge,sybil-0,reward,18,1,accepted,2.758481,2.478365,13.414026,0.017060,28012,20.745054
keychallenge,sybil-0,default,18,1,accepted,2.753190,2.575898,70.736811,0.017079,144082,78.348292
keychallenge,sybil-0,reward,18,1,accepted,2.843146,2.624004,106.712219,0.016930,218769,114.359540
keychallenge,sybil-0,hotspot,18,1,accepted,2.906913,2.539397,217.265721,0.016977,446686,224.787043
keychallenge,sybil-0,default,18,1,accepted,2.655542,2.591874,87.361217,0.017079,176820,94.823212
keychallenge,sybil-0,committee,18,1,accepted,2.768519,2.406165,2.446450,0.017004,3547,9.765680
